Date,PM2.5,AQI,AQI-Bucket
,24.3,77.0,Moderate
2021-06-1,25.9,,
1,25.9,80.0,Moderate
2021-06-2,22.2,,
2,22.2,72.0,Moderate
2021-06-3,22.2,,
3,22.2,72.0,Moderate
2021-06-4,18.3,,
4,18.3,64.0,Moderate
2021-06-5,22.2,,
5,22.2,72.0,Moderate
2021-06-6,22.2,,
6,22.2,72.0,Moderate
2021-06-7,25.9,,
7,25.9,80.0,Moderate
2021-06-8,29.4,,
8,29.4,87.0,Moderate
2021-06-9,37,,
9,37.0,105.0,Unhealthy for Sensitive Groups
2021-06-10,25.9,,
10,25.9,80.0,Moderate
2021-06-11,-,,
11,,,Invalid
2021-06-12,33.5,,
12,33.5,96.0,Moderate
2021-06-13,29.4,,
13,29.4,87.0,Moderate
2021-06-14,25.9,,
14,25.9,80.0,Moderate
2021-06-15,25.9,,
15,25.9,80.0,Moderate
2021-06-16,14.8,,
16,14.8,57.0,Moderate
2021-06-17,18.3,,
17,18.3,64.0,Moderate
2021-06-18,14.8,,
18,14.8,57.0,Moderate
2021-06-19,25.9,,
19,25.9,80.0,Moderate
2021-06-20,25.6,,
20,25.6,79.0,Moderate
2021-06-21,33.5,,
21,33.5,96.0,Moderate
2021-06-22,29.4,,
22,29.4,87.0,Moderate
2021-06-23,25.9,,
23,25.9,80.0,Moderate
2021-06-24,29.4,,
24,29.4,87.0,Moderate
2021-06-25,29.4,,
25,29.4,87.0,Moderate
2021-06-26,25.9,,
26,25.9,80.0,Moderate
2021-06-27,25.9,,
27,25.9,80.0,Moderate
2021-06-28,25.9,,
28,25.9,80.0,Moderate
2021-06-29,22.2,,
29,22.2,72.0,Moderate
2021-06-30,25.9,,
30,25.9,80.0,Moderate
2021-06-,25.5,,
,25.5,79.0,Moderate
2021-07-1,31.3,,
1,31.3,91.0,Moderate
2021-07-2,22.2,,
2,22.2,72.0,Moderate
2021-07-3,29.4,,
3,29.4,87.0,Moderate
2021-07-4,29.4,,
4,29.4,87.0,Moderate
2021-07-5,25.6,,
5,25.6,79.0,Moderate
2021-07-6,29.4,,
6,29.4,87.0,Moderate
2021-07-7,29.4,,
7,29.4,87.0,Moderate
2021-07-8,25.9,,
8,25.9,80.0,Moderate
2021-07-9,25.9,,
9,25.9,80.0,Moderate
2021-07-10,18.3,,
10,18.3,64.0,Moderate
2021-07-11,18.3,,
11,18.3,64.0,Moderate
2021-07-12,10.7,,
12,10.7,45.0,Good
2021-07-13,21.9,,
13,21.9,72.0,Moderate
2021-07-14,18.3,,
14,18.3,64.0,Moderate
2021-07-15,29.4,,
15,29.4,87.0,Moderate
2021-07-16,22.2,,
16,22.2,72.0,Moderate
2021-07-17,22.2,,
17,22.2,72.0,Moderate
2021-07-18,33.5,,
18,33.5,96.0,Moderate
2021-07-19,29.4,,
19,29.4,87.0,Moderate
2021-07-20,37,,
20,37.0,105.0,Unhealthy for Sensitive Groups
2021-07-21,29.4,,
21,29.4,87.0,Moderate
2021-07-22,22.2,,
22,22.2,72.0,Moderate
2021-07-23,22.2,,
23,22.2,72.0,Moderate
2021-07-24,22.2,,
24,22.2,72.0,Moderate
2021-07-25,25.9,,
25,25.9,80.0,Moderate
2021-07-26,25.9,,
26,25.9,80.0,Moderate
2021-07-27,29.4,,
27,29.4,87.0,Moderate
2021-07-28,29.4,,
28,29.4,87.0,Moderate
2021-07-29,25.9,,
29,25.9,80.0,Moderate
2021-07-30,33.2,,
30,33.2,95.0,Moderate
2021-07-31,29.4,,
31,29.4,87.0,Moderate
2021-07-,26,,
,26.0,80.0,Moderate
2021-08-1,25.9,,
1,25.9,80.0,Moderate
2021-08-2,21.9,,
2,21.9,72.0,Moderate
2021-08-3,25.9,,
3,25.9,80.0,Moderate
2021-08-4,22.2,,
4,22.2,72.0,Moderate
2021-08-5,22.2,,
5,22.2,72.0,Moderate
2021-08-6,18.3,,
6,18.3,64.0,Moderate
2021-08-7,18.3,,
7,18.3,64.0,Moderate
2021-08-8,22.2,,
8,22.2,72.0,Moderate
2021-08-9,22.2,,
9,22.2,72.0,Moderate
2021-08-10,25.9,,
10,25.9,80.0,Moderate
2021-08-11,22.2,,
11,22.2,72.0,Moderate
2021-08-12,22.2,,
12,22.2,72.0,Moderate
2021-08-13,25.9,,
13,25.9,80.0,Moderate
2021-08-14,22.2,,
14,22.2,72.0,Moderate
2021-08-15,22.2,,
15,22.2,72.0,Moderate
2021-08-16,22.2,,
16,22.2,72.0,Moderate
2021-08-17,18.3,,
17,18.3,64.0,Moderate
2021-08-18,21.9,,
18,21.9,72.0,Moderate
2021-08-19,22.2,,
19,22.2,72.0,Moderate
2021-08-20,22.2,,
20,22.2,72.0,Moderate
2021-08-21,22.2,,
21,22.2,72.0,Moderate
2021-08-22,18.3,,
22,18.3,64.0,Moderate
2021-08-23,22.2,,
23,22.2,72.0,Moderate
2021-08-24,29.4,,
24,29.4,87.0,Moderate
2021-08-25,29.4,,
25,29.4,87.0,Moderate
2021-08-26,25.9,,
26,25.9,80.0,Moderate
2021-08-27,25.9,,
27,25.9,80.0,Moderate
2021-08-28,22.2,,
28,22.2,72.0,Moderate
2021-08-29,22.2,,
29,22.2,72.0,Moderate
2021-08-30,22.2,,
30,22.2,72.0,Moderate
2021-08-31,21.9,,
31,21.9,72.0,Moderate
2021-08-,22.8,,
,22.8,74.0,Moderate
2021-09-1,25.6,,
1,25.6,79.0,Moderate
2021-09-2,18.3,,
2,18.3,64.0,Moderate
2021-09-3,22.2,,
3,22.2,72.0,Moderate
2021-09-4,18.3,,
4,18.3,64.0,Moderate
2021-09-5,18.3,,
5,18.3,64.0,Moderate
2021-09-6,18.3,,
6,18.3,64.0,Moderate
2021-09-7,14.8,,
7,14.8,57.0,Moderate
2021-09-8,18.3,,
8,18.3,64.0,Moderate
2021-09-9,11.1,,
9,11.1,46.0,Good
2021-09-10,18.3,,
10,18.3,64.0,Moderate
2021-09-11,18.3,,
11,18.3,64.0,Moderate
2021-09-12,18.3,,
12,18.3,64.0,Moderate
2021-09-13,14.8,,
13,14.8,57.0,Moderate
2021-09-14,18.3,,
14,18.3,64.0,Moderate
2021-09-15,22.2,,
15,22.2,72.0,Moderate
2021-09-16,10.7,,
16,10.7,45.0,Good
2021-09-17,14.8,,
17,14.8,57.0,Moderate
2021-09-18,18.3,,
18,18.3,64.0,Moderate
2021-09-19,22.2,,
19,22.2,72.0,Moderate
2021-09-20,25.9,,
20,25.9,80.0,Moderate
2021-09-21,22.2,,
21,22.2,72.0,Moderate
2021-09-22,18.3,,
22,18.3,64.0,Moderate
2021-09-23,18.3,,
23,18.3,64.0,Moderate
2021-09-24,37,,
24,37.0,105.0,Unhealthy for Sensitive Groups
2021-09-25,14.8,,
25,14.8,57.0,Moderate
2021-09-26,14.8,,
26,14.8,57.0,Moderate
2021-09-27,11.1,,
27,11.1,46.0,Good
2021-09-28,18.3,,
28,18.3,64.0,Moderate
2021-09-29,33.5,,
29,33.5,96.0,Moderate
2021-09-30,37,,
30,37.0,105.0,Unhealthy for Sensitive Groups
2021-09-,19.8,,
,19.8,67.0,Moderate
2021-10-1,36.7,,
1,36.7,104.0,Unhealthy for Sensitive Groups
2021-10-2,14.8,,
2,14.8,57.0,Moderate
2021-10-3,22.2,,
3,22.2,72.0,Moderate
2021-10-4,25.6,,
4,25.6,79.0,Moderate
2021-10-5,22.2,,
5,22.2,72.0,Moderate
2021-10-6,14.8,,
6,14.8,57.0,Moderate
2021-10-7,11.1,,
7,11.1,46.0,Good
2021-10-8,14.8,,
8,14.8,57.0,Moderate
2021-10-9,18.3,,
9,18.3,64.0,Moderate
2021-10-10,22.2,,
10,22.2,72.0,Moderate
2021-10-11,18.3,,
11,18.3,64.0,Moderate
2021-10-12,11.1,,
12,11.1,46.0,Good
2021-10-13,14.8,,
13,14.8,57.0,Moderate
2021-10-14,14.8,,
14,14.8,57.0,Moderate
2021-10-15,14.8,,
15,14.8,57.0,Moderate
2021-10-16,18.3,,
16,18.3,64.0,Moderate
2021-10-17,14.8,,
17,14.8,57.0,Moderate
2021-10-18,11.1,,
18,11.1,46.0,Good
2021-10-19,11.1,,
19,11.1,46.0,Good
2021-10-20,14.8,,
20,14.8,57.0,Moderate
2021-10-21,22.2,,
21,22.2,72.0,Moderate
2021-10-22,25.9,,
22,25.9,80.0,Moderate
2021-10-23,14.8,,
23,14.8,57.0,Moderate
2021-10-24,11.1,,
24,11.1,46.0,Good
2021-10-25,21.9,,
25,21.9,72.0,Moderate
2021-10-26,11.1,,
26,11.1,46.0,Good
2021-10-27,14.8,,
27,14.8,57.0,Moderate
2021-10-28,14.8,,
28,14.8,57.0,Moderate
2021-10-29,11.1,,
29,11.1,46.0,Good
2021-10-30,11.1,,
30,11.1,46.0,Good
2021-10-31,11.1,,
31,11.1,46.0,Good
2021-10-,16.7,,
,16.7,61.0,Moderate
2021-11-1,14.8,,
1,14.8,57.0,Moderate
2021-11-2,18.3,,
2,18.3,64.0,Moderate
2021-11-3,18.3,,
3,18.3,64.0,Moderate
2021-11-4,11.1,,
4,11.1,46.0,Good
2021-11-5,14.8,,
5,14.8,57.0,Moderate
2021-11-6,7.6,,
6,7.6,32.0,Good
2021-11-7,-,,
7,,,Invalid
2021-11-8,11.1,,
8,11.1,46.0,Good
2021-11-9,11.1,,
9,11.1,46.0,Good
2021-11-10,3.5,,
10,3.5,15.0,Good
2021-11-11,11.1,,
11,11.1,46.0,Good
2021-11-12,11.1,,
12,11.1,46.0,Good
2021-11-13,7.6,,
13,7.6,32.0,Good
2021-11-14,14.8,,
14,14.8,57.0,Moderate
2021-11-15,11.1,,
15,11.1,46.0,Good
2021-11-16,7.6,,
16,7.6,32.0,Good
2021-11-17,18.3,,
17,18.3,64.0,Moderate
2021-11-18,18.3,,
18,18.3,64.0,Moderate
2021-11-19,18.3,,
19,18.3,64.0,Moderate
2021-11-20,14.8,,
20,14.8,57.0,Moderate
2021-11-21,22.2,,
21,22.2,72.0,Moderate
2021-11-22,11.1,,
22,11.1,46.0,Good
2021-11-23,33.5,,
23,33.5,96.0,Moderate
2021-11-24,14.8,,
24,14.8,57.0,Moderate
2021-11-25,11.1,,
25,11.1,46.0,Good
2021-11-26,7.6,,
26,7.6,32.0,Good
2021-11-27,14.8,,
27,14.8,57.0,Moderate
2021-11-28,18.3,,
28,18.3,64.0,Moderate
2021-11-29,14.8,,
29,14.8,57.0,Moderate
2021-11-30,22.2,,
30,22.2,72.0,Moderate
2021-11-,14.3,,
,14.3,56.0,Moderate
2021-12-1,14.8,,
1,14.8,57.0,Moderate
2021-12-2,25.9,,
2,25.9,80.0,Moderate
2021-12-3,11.1,,
3,11.1,46.0,Good
2021-12-4,14.8,,
4,14.8,57.0,Moderate
2021-12-5,7.6,,
5,7.6,32.0,Good
2021-12-6,14.8,,
6,14.8,57.0,Moderate
2021-12-7,18.3,,
7,18.3,64.0,Moderate
2021-12-8,14.8,,
8,14.8,57.0,Moderate
2021-12-9,11.1,,
9,11.1,46.0,Good
2021-12-10,14.8,,
10,14.8,57.0,Moderate
2021-12-11,14.8,,
11,14.8,57.0,Moderate
2021-12-12,11.1,,
12,11.1,46.0,Good
2021-12-13,14.8,,
13,14.8,57.0,Moderate
2021-12-14,7.6,,
14,7.6,32.0,Good
2021-12-15,11.1,,
15,11.1,46.0,Good
2021-12-16,22.2,,
16,22.2,72.0,Moderate
2021-12-17,22.2,,
17,22.2,72.0,Moderate
2021-12-18,14.8,,
18,14.8,57.0,Moderate
2021-12-19,11.1,,
19,11.1,46.0,Good
2021-12-20,14.8,,
20,14.8,57.0,Moderate
2021-12-21,14.8,,
21,14.8,57.0,Moderate
2021-12-22,18.3,,
22,18.3,64.0,Moderate
2021-12-23,11.1,,
23,11.1,46.0,Good
2021-12-24,11.1,,
24,11.1,46.0,Good
2021-12-25,14.8,,
25,14.8,57.0,Moderate
2021-12-26,22.2,,
26,22.2,72.0,Moderate
2021-12-27,11.1,,
27,11.1,46.0,Good
2021-12-28,18.3,,
28,18.3,64.0,Moderate
2021-12-29,14.8,,
29,14.8,57.0,Moderate
2021-12-30,14.8,,
30,14.8,57.0,Moderate
2021-12-31,25.9,,
31,25.9,80.0,Moderate
2021-12-,15.2,,
,15.2,58.0,Moderate
